Name,URL,Price,Ratings,Reviews,Description,ASIN,Manufacturer
        Pinklips Shopping Juice Wrld American Rapper Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS) - PINKBAGS_01       ,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A07373073BJHZLRO95NZS&url=%2FPinklips-Shopping-American-Rapper-Backpack%2Fdp%2FB09V2LB8DR%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658611233%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26psc%3D1&qualifier=1658611233&id=280379878803648&widgetName=sp_btf,999,5.0,1,"   Care Instructions: Machine Wash    Made of superior polyester material, durable and practical to use; Thicken breathable strap design and adjustable shoulder padded straps, comfortable to carry    Large capacity design of the bag, most of your daily necessities can be loaded.    Package Content : 1- Casual Laptop/School Bagpack, 1-Medium Size Shoulder/Side Bag, 1-Pencil/Makeup Bag    Closure Type: Zipper Snap; Age Range Description: Kid; Pattern Name: Solid; Subject Character: Disney; Special Features: Laptop Compartment    
",B09V2LB8DR,Pinklips Shopping
NA,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A1039318N2SYIF9ZMCNE&url=%2FGods-Xator-Anti-Theft-Laptop-Backpack%2Fdp%2FB07DN9MW5M%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658611235%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26psc%3D1&qualifier=1658611235&id=7623158608377373&widgetName=sp_atf,"3,099",4.5,511,"  The Xator is your unearthly warrior, extra terrestrial design, a DNA not from this planet. Tough, Agile and Extremely capable. Possesses the ability to adapt and fuse with your lifestyle. 8 YEAR WARRANTY (WARRANTY REGISTRATION REQUIRED, REGISTRATION DETAILS PROVIDED WITH THE PRODUCT)  ",None,NA
        Mokobara The Transit Backpack Laptop Bag for Men and Women       ,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09980192KXA2PDWFYC7J&url=%2FMokobara-Transit-Backpack-Laptop-Private%2Fdp%2FB09V7G6CTW%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658611235%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26psc%3D1%26smid%3DA2ZJIE4OXD710M&qualifier=1658611235&id=7623158608377373&widgetName=sp_atf,"5,590",4.3,82,"   Care Instructions: Wipe with Damp Cloth    Incredible functionality with a sleek minimalist design.    Crafted with durable, water-resistant materials and premium zippers.    Separate tech compartment with 5 pockets at the back to hold your laptop, ipad, books and chargers securely.    Fits upto 16 inches of laptop & a large tablet/ipad.    We love our products. If anything breaks we fix or replace it for you. Your MOKOBARA comes with a 12 months warranty. Just write to us at hello@mokobara.com.To enjoy paperless warranty registration visit: mokobara.com/warranty    
",B09V7G6CTW,"Designed By Mokobara Lifestyle Private Limited, Bangalore."
        American Tourister Casual Backpack       ,https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1658611235&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-3,"1,099",4.1,"42,643","   Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No    Outer Material: Polyester, Color: Black    Water Resistance: Water resistant , not Waterproof    Capacity: 32 liters; Dimensions: 32.5 cms x 18 cms x 50 cms (LxWxH)    Number of Wheels: 0, Number of compartments: 3    Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of    Mesh pockets on both sides to accommodate your sipper or bottle and umbrella    
   Lightweight backpack made of durable double dot polyester fabric Mesh Padding on back & shoulder strap to provide comfort & better back support   Show More  ",B07CJCGM1M,Samsonite
NA,https://www.amazon.in/Glowic-Unisexs-Foldable-Backpack-WBAG-54/dp/B0B5N7VF4F/ref=sr_1_omk_4?crid=2M096C61O4MLT&keywords=bags&qid=1658611235&sprefix=ba%2Caps%2C283&sr=8-4,699,,,NA,NA,Manufacturer
        Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy)       ,https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1658611235&smid=A1UVZJ9N7FK5G6&sprefix=ba%2Caps%2C283&sr=8-5,645,3.9,"11,189","   SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, menं and womenं    PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    BACK SUPPORT: We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily.    OTHER FEATURES: Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.    
",B085MHDJ93,Amazing Bags
        Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black       ,https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sxin_13?asc_contentid=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df%3Aamzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df&creativeASIN=B075Y72PHZ&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B075Y72PHZ&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=2AoSl&pd_rd_wg=mNYgY&pf_rd_p=9e10f444-3bae-445e-87e0-7b61ac6588df&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=htsyndicate-21,749,4.2,"43,166","   Compatible With 15.6"" Laptop : The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 453g.    High Quality, Durable and Water Repellent Fabric : This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    Convenient Travel : Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. Fits Up To (L x D x H) 255 x 22 x 362 mm    Conveniently Placed Padded Laptop Compartments and Packets : The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    High Quality, Casual yet Stylish Design : Very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop    In the Box : 15.6-inch Backpack    Country of Origin: China    
› See more product details ",NA,NA
        Killer Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack       ,https://www.amazon.in/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07CDD6YS2/ref=sxin_13?asc_contentid=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df%3Aamzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df&creativeASIN=B07CDD6YS2&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07CDD6YS2&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=2AoSl&pd_rd_wg=mNYgY&pf_rd_p=9e10f444-3bae-445e-87e0-7b61ac6588df&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=A20PVHIS8DLHRJ&sprefix=ba%2Caps%2C283&sr=1-2-c84eb971-91f2-4a4d-acce-811265c24254&tag=htsyndicate-21,"1,599",4.4,"10,172","   Care Instructions: Hand Wash Only    3 Large Compartments, 1 Easy access front Pocket with organizer section & 2 mesh side pocket    Outer Fabric: Durable PU coated Polyester Fabric, inner abric: Strong PU coated polyester fabtic, Hip Strap : No    Well cushioned Laptop compartment for upto 15.6 inch Laptop and spacious enough to carry for two days cloths    Weight: 800gm    Dimensions: 13.00x18.75x9.50 inches (WxHxD)    
",B07CDD6YS2,Ambrosia Bags
NA,https://www.amazon.in/Jaden-Black-Theft-Waterproof-Backpack/dp/B07B1TFJ7M/ref=sxin_13?asc_contentid=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df%3Aamzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df&creativeASIN=B07B1TFJ7M&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07B1TFJ7M&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=2AoSl&pd_rd_wg=mNYgY&pf_rd_p=9e10f444-3bae-445e-87e0-7b61ac6588df&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-3-c84eb971-91f2-4a4d-acce-811265c24254&tag=htsyndicate-21,799,4.0,"4,824",NA,NA,Manufacturer & Seller
NA,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sxin_13?asc_contentid=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df%3Aamzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df&creativeASIN=B07K8KLB3P&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07K8KLB3P&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=2AoSl&pd_rd_wg=mNYgY&pf_rd_p=9e10f444-3bae-445e-87e0-7b61ac6588df&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=1-4-c84eb971-91f2-4a4d-acce-811265c24254&tag=htsyndicate-21,448,4.3,"10,597",  Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks  ,None,NA
NA,https://www.amazon.in/Dyazo-13-3-MacBook-laptops-Notebooks/dp/B09X643Z2W/ref=sxin_14_trfobq2a_0_B09X643Z2W?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09X643Z2W&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=J7pEP&pd_rd_wg=mNYgY&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&sprefix=ba%2Caps%2C283&sr=1-1-b004551b-c118-419d-8e9d-9986d39b90c2,339,4.5,129,"  Innovative Design: This Laptop Sleeve Is Made Of Fluffy Fleece As A Internal Material And Oxford Fabric Which Helps In Keeping Your Devices Safe And Provide All Around Protection Laptop Sleeve With Handle : Makes It Easy To Carry Now No Worry Ever You Travelling Dyazo Laptop Sleeve Will Protect Your Laptop While You Travel ,Go To College ,Office ,Ect The Slim Design Makes It Easy To Carry In Your Laptop With The Sleeve In Your Backpack ,Breifcase ,Bag Designed For Most 13.3 Inch Laptops & Notebooks Maximum Fit Size And Easy To Use, Practical Design And Exquisite Workmanship. Inner Dimension: 34cm X 25cm X 2.5cm, External Dimension: 35.5cm X 25.5cm X 3.0cm  ",None,None
NA,https://www.amazon.in/Amazon-Brand-Solimo-5-Piece-Diaper/dp/B08FTH4GKR/ref=sxin_14_trfobq2a_1_B08FTH4GKR?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08FTH4GKR&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=J7pEP&pd_rd_wg=mNYgY&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&sprefix=ba%2Caps%2C283&sr=1-2-b004551b-c118-419d-8e9d-9986d39b90c2,"1,079",4.2,51,"  5-piece tote diaper bag which includes a big and small bag, a bottle bag, changing pad which takes care of all your requirements while travelling with a child Made using 100% polyester fabric which is sturdy and durable Equipped with robust zipper closure for easy access and secure storage  ",None,None
NA,https://www.amazon.in/Amazon-Brand-Aw-19-Womens-Sling/dp/B07XH3TFVK/ref=sxin_14_trfobq2a_2_B07XH3TFVK?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07XH3TFVK&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=J7pEP&pd_rd_wg=mNYgY&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=1-3-b004551b-c118-419d-8e9d-9986d39b90c2,749,4.1,187,NA,NA,Manufacturer
NA,https://www.amazon.in/AmazonBasics-Hardside-Suitcase-Wheels-Black/dp/B0713ZQ4DQ/ref=sxin_14_trfobq2a_3_B0713ZQ4DQ?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0713ZQ4DQ&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=J7pEP&pd_rd_wg=mNYgY&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-4-b004551b-c118-419d-8e9d-9986d39b90c2,"11,389",4.2,"1,263",NA,NA,Manufacturer
"        AmazonBasics 7-Piece Bed-in-A-Bag - Full/Queen, Purple Mod Dot (Includes 1 bedsheet, 1 Comforter, 4 Pillowcases, 1 Fitted Sheet)       ",https://www.amazon.in/AmazonBasics-7-Piece-Bed-Bag-Pillowcases/dp/B00U2WG6CW/ref=sxin_14_trfobq2a_4_B00U2WG6CW?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B00U2WG6CW&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=J7pEP&pd_rd_wg=mNYgY&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&sprefix=ba%2Caps%2C283&sr=1-5-b004551b-c118-419d-8e9d-9986d39b90c2,"3,429",4.6,"1,075"," 
 About this item    Includes 86 x 90 inch (218.44 cm X 228.6 cm) comforter, 90 x 102 inch (228.6 cm X 259.08 cm) bedsheet, 60 x 80 inch (152.4 cm X 203.2 cm) fitted sheet with elastic, two 20 x 26 inch (50.8 cm X 66.04 cm) decorative pillowcases and two 20 x 32 inch (50.8 cm X 81.28 cm) queen pillowcases    All pieces of set conveniently complement each other to produce a complete and stylish bedding design    Fabric is made of 100% polyester microfiber for a soft and gentle texture    Comforter filling is 100% polyester for cozy warmth    Made in OEKO-TEX Standard 100 factory, an independent certification system that ensures textiles meet high safety and environmental standards.    1 year limited warranty    For customer service and warranty related queries please contact_us: (available Monday to Saturday from 9:30 AM to 6:00 PM except national holidays)    
",NA,NA
NA,https://www.amazon.in/MURANO-Ltrs-Laptop-Backpack-9050035_D/dp/B076YDYT9K/ref=sxin_14_trfobq2a_5_B076YDYT9K?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B076YDYT9K&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=J7pEP&pd_rd_wg=mNYgY&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&sprefix=ba%2Caps%2C283&sr=1-6-b004551b-c118-419d-8e9d-9986d39b90c2,"1,465",4.0,88,NA,NA,Manufacturer
        AmazonBasics Slim Carry On Laptop Travel Weekender Backpack - Green       ,https://www.amazon.in/AmazonBasics-Slim-Carry-On-Backpack/dp/B079LMPPKG/ref=sxin_14_trfobq2a_6_B079LMPPKG?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B079LMPPKG&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=J7pEP&pd_rd_wg=mNYgY&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-7-b004551b-c118-419d-8e9d-9986d39b90c2,"4,269",4.2,223,"   Slim backpack with comfortable fully vented and well-padded back panel; ideal for weekend trips; stylish Green color    Dedicated laptop sleeve and top-load, fleece-lined tablet pocket for transporting electronics    Front storage pocket keeps smaller items neatly organized and easy to access    Zippered side-mounted water-bottle pocket (there when you need it, out of the way when you don’t)    Low-profile top and side grab handles; vertical and horizontal luggage-handle pass-thru panels for convenient transport    
",B079LMPPKG,AmazonBasics
"        AmazonBasics Bed-in-a-Bag - Soft, Easy-Wash Microfiber - 8-Piece Full/Queen, Navy Nautical Knot       ",https://www.amazon.in/AmazonBasics-8-Piece-Bed-Bag-Microfiber/dp/B07K6L8ZLK/ref=sxin_14_trfobq2a_7_B07K6L8ZLK?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07K6L8ZLK&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=J7pEP&pd_rd_wg=mNYgY&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&sprefix=ba%2Caps%2C283&sr=1-8-b004551b-c118-419d-8e9d-9986d39b90c2,"3,589",4.4,163," 
 About this item    Includes 90 x 90 inch comforter, 90 x 102 inch flat sheet, 60 x 80 inch fitted sheet, 2x 20 x 26 inch shams, 2x 20 x 30 inch pillowcases and 1x 60 x 80 x 16 inch bedskirt    All pieces of set conveniently complement each other to produce a complete and stylish bedding design    Fabric is made of 100% polyester microfiber for a soft and gentle texture    Comforter filling is 100% polyester for cozy warmth    Made in OEKO-TEX Standard 100 factory, an independent certification system that ensures textiles meet high safety and environmental standards.    
",NA,NA
NA,https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF9VHTY/ref=sxin_15?content-id=amzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8%3Aamzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08YF9VHTY&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=NRFtv&pd_rd_wg=mNYgY&pf_rd_p=c6b19462-ba91-4dc2-add9-c9c315b3c2f8&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-1-b8003e8c-7dbe-4d7b-b373-a406a41b9947,649,4.5,753,NA,NA,Manufacturer
NA,https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sxin_15?content-id=amzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8%3Aamzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08YF1XJXY&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=NRFtv&pd_rd_wg=mNYgY&pf_rd_p=c6b19462-ba91-4dc2-add9-c9c315b3c2f8&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-2-b8003e8c-7dbe-4d7b-b373-a406a41b9947,699,4.4,662,NA,NA,Manufacturer
"        Wesley Milestone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, Charcoal Black       ",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sxin_15?content-id=amzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8%3Aamzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B085S444JV&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=NRFtv&pd_rd_wg=mNYgY&pf_rd_p=c6b19462-ba91-4dc2-add9-c9c315b3c2f8&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=1-3-b8003e8c-7dbe-4d7b-b373-a406a41b9947,548,4.3,"6,593","   30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.    Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch    Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.    Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks    1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty    Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.    
› See more product details ",NA,NA
"        Artistix Archer Expandable | Multifunctional Laptop Bag with USB Charging | Travel Bag Pack | Anti Theft Backpack for Office, Business (35 Litre, 15.6 Inch)       ",https://www.amazon.in/Artistix-Expandable-Multifunctional-Charging-Backpack/dp/B09H4VCC42/ref=sxin_15?content-id=amzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8%3Aamzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09H4VCC42&pd_rd_r=14d14c70-a47b-4a00-b3ba-14ea69b08a63&pd_rd_w=NRFtv&pd_rd_wg=mNYgY&pf_rd_p=c6b19462-ba91-4dc2-add9-c9c315b3c2f8&pf_rd_r=RESAG5461KA9SZ8ZMNZ6&qid=1658611235&smid=A1VUWH3EQIJX98&sprefix=ba%2Caps%2C283&sr=1-4-b8003e8c-7dbe-4d7b-b373-a406a41b9947,"1,870",4.7,54,"   PREMIUM MATERIAL: Made from high quality, waterproof Polyester material in black color. Premium quality smooth zippers, pullers, buckles.    EXPANDABLE DESIGN: This backpack has separate laptop compartment with a built in soft padded sleeves to protect 15.6 inch laptop. Another main spacious compartment enough to hold your clothings, folders, documents etc. Side pockets for water bottle, folding umbrella. This compartment can expand to 5-6 cm in length creating more space. FRONT ZIPPER POCKET: For mobile, glasses, passport, keys etc. SOFT HANDLE: For better comfort.    STORAGE CAPACITY & SIZE: The total capacity of the bag is 35-38 liters. Dimensions are 47 x 31 x 19 cms that can expand to 47 x 31 x 25 cms.    ANTI- THEFT DESIGN & TROLLEY CASE: One hidden zipper pocket equips on the back to pack your money, cards, and wallet. This invisible design increases the security of your belongings. Hidden Card Pocket at shoulder strap easy for taking.    USB FEATURE: External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.    
",B09H4VCC42,"Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990"
